Stars,Title,PUBCHEM_CONFORMER_RMSD,docking score,glide emodel,glide gscore
,ZINC23221202,,-2.39,-39.315,-3.158
,ZINC91063333,,-2.389,-44.092,-3.675
,ZINC93086485,,-2.387,-35.825,-3.111
,ZINC01293319,,-2.385,-32.352,-3.998
,ZINC01293319,,-2.385,-32.352,-3.998
,ZINC01293319,,-2.385,-32.352,-3.998
,ZINC01293319,,-2.385,-32.352,-3.998
,ZINC65654964,,-2.383,-34.308,-2.383
,ZINC14030844,,-2.383,-59.12,-4.469
,ZINC00654151,,-2.38,-31.3,-3.208
,ZINC39916727,,-2.378,-44.032,-2.845
,ZINC39916727,,-2.378,-44.032,-2.845
,ZINC16284251,,-2.377,-37.843,-2.387
,ZINC84667685,,-2.377,-35.422,-2.377
,ZINC76881528,,-2.374,-37.068,-2.374
,ZINC53943823,,-2.374,-31.755,-3.883
,ZINC53943823,,-2.374,-31.755,-3.883
,ZINC53943823,,-2.374,-31.755,-3.883
,ZINC53943823,,-2.374,-31.755,-3.883
,ZINC53943823,,-2.374,-31.755,-3.883
,ZINC53943823,,-2.374,-31.755,-3.883
,ZINC13764044,,-2.372,-37.932,-2.605
,ZINC12502023,,-2.371,-59.891,-4.456
,ZINC33812279,,-2.37,-34.725,-2.37
,ZINC33812279,,-2.37,-34.725,-2.37
,ZINC04569092,,-2.369,-39.596,-2.369
,ZINC04569092,,-2.369,-39.596,-2.369
,ZINC12502040,,-2.367,-56.098,-4.452
,ZINC66001296,,-2.361,-35.376,-2.361
,ZINC90548991,,-2.36,-39.723,-2.659
,ZINC90548991,,-2.36,-39.723,-2.659
,ZINC81154501,,-2.359,-38.456,-3.566
,ZINC80325362,,-2.359,-31.635,-2.359
,ZINC59471552,,-2.358,-48.251,-2.358
,ZINC91589824,,-2.354,-42.815,-4.032
,ZINC07885916,,-2.353,-30.637,-2.353
,ZINC08425671,,-2.353,-34.18,-2.353
,ZINC54497111,,-2.353,-35.353,-2.354
,ZINC28940647,,-2.352,-43.49,-3.972
,ZINC66868937,,-2.352,-35.885,-2.352
,ZINC79075340,,-2.351,-37.455,-2.363
,ZINC63126099,,-2.351,-32.991,-2.351
,ZINC94356286,,-2.348,-38.265,-3.504
,ZINC80910019,,-2.347,-32.572,-2.551
,ZINC33686849,,-2.346,-38.729,-2.604
,ZINC33686849,,-2.346,-38.729,-2.604
,ZINC33686849,,-2.346,-38.729,-2.604
,ZINC89580625,,-2.345,-40.745,-2.368
,ZINC09078323,,-2.344,-39.639,-2.344
,ZINC09078323,,-2.344,-39.639,-2.344
,ZINC78609443,,-2.343,-34.625,-2.344
,ZINC54057296,,-2.338,-41.093,-4.673
,ZINC54057296,,-2.338,-41.093,-4.673
,ZINC02996529,,-2.337,-33.609,-2.381
,ZINC05223998,,-2.337,-41.148,-2.93
,ZINC05223998,,-2.337,-41.148,-2.93
,ZINC05223998,,-2.337,-41.148,-2.93
,ZINC05223998,,-2.337,-41.148,-2.93
,ZINC66000253,,-2.337,-33.198,-2.337
,ZINC14022089,,-2.336,-47.597,-3.634
,ZINC14022089,,-2.336,-47.597,-3.634
,ZINC25806903,,-2.336,-31.683,-2.337
,ZINC30820842,,-2.333,-38.786,-2.333
,ZINC30820842,,-2.333,-38.786,-2.333
,ZINC30820842,,-2.333,-38.786,-2.333
,ZINC30820842,,-2.333,-38.786,-2.333
,ZINC30820842,,-2.333,-38.786,-2.333
,ZINC58355164,,-2.332,-29.87,-2.332
,ZINC58355164,,-2.332,-29.87,-2.332
,ZINC01884745,,-2.332,-36.203,-2.332
,ZINC01884745,,-2.332,-36.203,-2.332
,ZINC30820843,,-2.329,-41.546,-2.329
,ZINC30820843,,-2.329,-41.546,-2.329
,ZINC30820843,,-2.329,-41.546,-2.329
,ZINC30820843,,-2.329,-41.546,-2.329
,ZINC94634315,,-2.327,-23.801,-2.327
,ZINC02863580,,-2.324,-27.995,-2.325
,ZINC73969315,,-2.323,-40.308,-3.839
,ZINC92698372,,-2.321,-41.579,-3.893
,ZINC94355627,,-2.32,-44.698,-4.181
,ZINC33686849,,-2.317,-43.955,-2.933
,ZINC33686849,,-2.317,-43.955,-2.933
,ZINC33686849,,-2.317,-43.955,-2.933
,ZINC29543776,,-2.316,-46.512,-4.347
,ZINC52507903,,-2.316,-25.821,-2.316
,ZINC15881838,,-2.315,-35.91,-2.701
,ZINC65408834,,-2.315,-38.058,-4.053
,ZINC65408834,,-2.315,-38.058,-4.053
,ZINC45805430,,-2.313,-31.207,-2.365
,ZINC83311547,,-2.313,-52.768,-3.27
,ZINC19583359,,-2.312,-43.386,-3.291
,ZINC27526058,,-2.31,-38.832,-2.475
,ZINC06305327,,-2.31,-36.164,-2.328
,ZINC14768594,,-2.31,-37.422,-2.311
,ZINC14768594,,-2.31,-37.422,-2.311
,ZINC14768594,,-2.31,-37.422,-2.311
,ZINC19789775,,-2.31,-50.947,-3.176
,ZINC63302090,,-2.309,-36.204,-2.775
,ZINC33368864,,-2.307,-35.768,-2.307
,ZINC33368864,,-2.307,-35.768,-2.307
,ZINC08965004,,-2.304,-44.857,-3.235
,ZINC70460420,,-2.304,-42.247,-4.264
,ZINC92966420,,-2.302,-27.65,-2.398
,ZINC92966420,,-2.302,-27.65,-2.398
,ZINC04173923,,-2.3,-39.702,-2.3
,ZINC04173913,,-2.3,-39.702,-2.3
,ZINC67800627,,-2.298,-30.251,-2.298
,ZINC03259796,,-2.297,-33.698,-2.405
,ZINC33368963,,-2.295,-36.91,-2.295
,ZINC33368963,,-2.295,-36.91,-2.295
,ZINC15880067,,-2.295,-33.606,-2.453
,ZINC15880067,,-2.295,-33.606,-2.453
,ZINC93579680,,-2.293,-39.188,-4.134
,ZINC75024391,,-2.288,-35.999,-2.349
,ZINC08430893,,-2.286,-49.302,-3.388
,ZINC08430893,,-2.286,-49.302,-3.388
,ZINC22764877,,-2.285,-35.488,-3.718
,ZINC39951855,,-2.285,-23.986,-2.286
,ZINC39951855,,-2.285,-23.986,-2.286
,ZINC39951855,,-2.285,-23.986,-2.286
,ZINC90551807,,-2.283,-32.943,-2.875
,ZINC68077005,,-2.283,-36.118,-3.447
,ZINC63912149,,-2.283,-29.086,-2.516
,ZINC09380605,,-2.282,-29.762,-2.288
,ZINC67911351,,-2.278,-58.078,-4.656
,ZINC67911351,,-2.278,-58.078,-4.656
,ZINC35635541,,-2.276,-27.706,-3.123
,ZINC35635541,,-2.276,-27.706,-3.123
,ZINC00269672,,-2.276,-27.706,-3.123
,ZINC00269672,,-2.276,-27.706,-3.123
,ZINC00953141,,-2.269,-31.242,-2.723
,ZINC30838850,,-2.267,-38.257,-2.267
,ZINC30838850,,-2.267,-38.257,-2.267
,ZINC30838850,,-2.267,-38.257,-2.267
,ZINC34320348,,-2.267,-32.987,-2.267
,ZINC17163174,,-2.263,-55.459,-4.839
,ZINC91589825,,-2.262,-41.032,-3.94
,ZINC63302090,,-2.261,-55.313,-4.428
,ZINC89369806,,-2.26,-45.485,-4.59
,ZINC00066471,,-2.26,-27.941,-2.414
,ZINC17163174,,-2.258,-48.845,-3.789
,ZINC08836332,,-2.256,-34.87,-2.482
,ZINC66144525,,-2.256,-28.233,-2.257
,ZINC66144525,,-2.256,-28.233,-2.257
,ZINC01977910,,-2.256,-36.379,-2.256
,ZINC91153488,,-2.255,-32.349,-2.255
,ZINC05223998,,-2.251,-29.174,-2.573
,ZINC05223998,,-2.251,-29.174,-2.573
,ZINC05223998,,-2.251,-29.174,-2.573
,ZINC05223998,,-2.251,-29.174,-2.573
,ZINC12738342,,-2.25,-28.58,-2.25
,ZINC64028638,,-2.249,-44.909,-4.579
,ZINC16577543,,-2.248,-34.652,-2.249
,ZINC16577543,,-2.248,-34.652,-2.249
,ZINC76698601,,-2.247,-50.53,-4.953
,ZINC70974136,,-2.245,-31.365,-2.275
,ZINC93912903,,-2.244,-35.813,-2.252
,ZINC94550862,,-2.242,-46.25,-4.541
,ZINC28527510,,-2.239,-36.3,-2.632
,ZINC01881695,,-2.239,-34.951,-2.239
,ZINC01881695,,-2.239,-34.951,-2.239
,ZINC01881695,,-2.239,-34.951,-2.239
,ZINC01881695,,-2.239,-34.951,-2.239
,ZINC04569566,,-2.239,-41.698,-2.239
,ZINC04569566,,-2.239,-41.698,-2.239
,ZINC04569566,,-2.239,-41.698,-2.239
,ZINC75008554,,-2.237,-29.99,-2.297
,ZINC93579551,,-2.236,-38.813,-4.078
,ZINC90511925,,-2.236,-38.151,-2.626
,ZINC90511195,,-2.232,-33.661,-2.622
,ZINC20905423,,-2.23,-56.081,-4.819
,ZINC16161159,,-2.229,-50.142,-3.752
,ZINC16161159,,-2.229,-50.142,-3.752
,ZINC74107047,,-2.228,-32.706,-2.782
,ZINC32654958,,-2.228,-33.666,-2.228
,ZINC72355187,,-2.227,-37.686,-3.044
,ZINC04261862,,-2.226,-39.232,-3.27
,ZINC94301870,,-2.225,-33.845,-3.681
,ZINC94301870,,-2.225,-33.845,-3.681
,ZINC21082244,,-2.225,-52.954,-3.801
,ZINC21082244,,-2.225,-52.954,-3.801
,ZINC36185215,,-2.219,-43.254,-3.598
,ZINC91582174,,-2.219,-31.59,-2.219
,ZINC89580990,,-2.219,-36.76,-2.738
,ZINC13778474,,-2.217,-38.808,-2.217
,ZINC13778474,,-2.217,-38.808,-2.217
,ZINC02690774,,-2.216,-49.645,-4.302
,ZINC13152520,,-2.214,-34.326,-2.214
,ZINC13152520,,-2.214,-34.326,-2.214
,ZINC93912570,,-2.212,-28.744,-2.279
,ZINC54564685,,-2.209,-34.976,-2.209
,ZINC83311547,,-2.206,-41.494,-2.338
,ZINC12361630,,-2.205,-34.625,-2.205
,ZINC28527461,,-2.198,-40.24,-2.963
,ZINC02348456,,-2.196,-31.548,-2.474
,ZINC30319188,,-2.194,-30.641,-2.194
,ZINC70460594,,-2.194,-39.625,-3.91
,ZINC01116800,,-2.191,-36.715,-2.191
,ZINC67006556,,-2.188,-38.191,-2.537
,ZINC16385776,,-2.186,-35.738,-2.251
,ZINC02438966,,-2.186,-41.417,-2.932
,ZINC94348739,,-2.185,-23.16,-2.185
,ZINC94348739,,-2.185,-23.16,-2.185
,ZINC94348739,,-2.185,-23.16,-2.185
,ZINC86076793,,-2.184,-30.367,-2.237
,ZINC90525923,,-2.182,-34.121,-2.479
,ZINC09357341,,-2.182,-31.719,-2.202
,ZINC93518582,,-2.182,-39.629,-3.565
,ZINC93518582,,-2.182,-39.629,-3.565
,ZINC01881079,,-2.182,-37.866,-2.182
,ZINC01881079,,-2.182,-37.866,-2.182
,ZINC01881079,,-2.182,-37.866,-2.182
,ZINC01881079,,-2.182,-37.866,-2.182
,ZINC40155210,,-2.181,-34.214,-2.225
,ZINC40155210,,-2.181,-34.214,-2.225
,ZINC65223126,,-2.178,-40.454,-2.3
,ZINC66249136,,-2.177,-36.193,-2.566
,ZINC59391945,,-2.175,-34.945,-2.175
,ZINC78737123,,-2.173,-30,-2.173
,ZINC69012014,,-2.172,-43.438,-3.519
,ZINC81077898,,-2.17,-28.484,-2.175
,ZINC81077898,,-2.17,-28.484,-2.175
,ZINC10897078,,-2.164,-35.01,-2.69
,ZINC10897078,,-2.164,-35.01,-2.69
,ZINC10897078,,-2.164,-35.01,-2.69
,ZINC10897078,,-2.164,-35.01,-2.69
,ZINC01170384,,-2.163,-39.592,-2.163
,ZINC20613826,,-2.162,-41.684,-2.995
,ZINC02375111,,-2.159,-31.718,-2.159
,ZINC02375111,,-2.159,-31.718,-2.159
,ZINC02375111,,-2.159,-31.718,-2.159
,ZINC94194173,,-2.154,-40.894,-4.264
,ZINC94194173,,-2.154,-40.894,-4.264
,ZINC02502156,,-2.154,-38.068,-3.519
,ZINC32594483,,-2.153,-37.92,-2.155
,ZINC32594483,,-2.153,-37.92,-2.155
,ZINC15167384,,-2.153,-33.047,-2.153
,ZINC33365930,,-2.15,-32.435,-2.15
,ZINC33365930,,-2.15,-32.435,-2.15
,ZINC12605499,,-2.15,-41.282,-2.3
,ZINC12605499,,-2.15,-41.282,-2.3
,ZINC12605499,,-2.15,-41.282,-2.3
,ZINC12605499,,-2.15,-41.282,-2.3
,ZINC40166146,,-2.148,-43.174,-4.779
,ZINC40166146,,-2.148,-43.174,-4.779
,ZINC02326446,,-2.148,-36.025,-2.347
,ZINC72068930,,-2.145,-32.459,-2.145
,ZINC88507507,,-2.144,-40.643,-3.538
,ZINC27499177,,-2.144,-38.875,-2.144
,ZINC90525951,,-2.142,-35.792,-2.451
,ZINC28940647,,-2.141,-33.846,-2.782
,ZINC12572572,,-2.14,-51.353,-4.587
,ZINC12572572,,-2.14,-51.353,-4.587
,ZINC63526761,,-2.14,-42.717,-2.14
,ZINC04710772,,-2.135,-27.667,-2.135
,ZINC35264139,,-2.134,-34.921,-2.134
,ZINC01387878,,-2.134,-37.673,-2.134
,ZINC89580998,,-2.132,-41.798,-3.311
,ZINC35550263,,-2.132,-35.244,-2.132
,ZINC35550263,,-2.132,-35.244,-2.132
,ZINC09872449,,-2.131,-35.925,-2.132
,ZINC03123030,,-2.131,-35.486,-2.131
,ZINC80914498,,-2.126,-32.888,-2.329
,ZINC08674008,,-2.125,-33.036,-2.21
,ZINC08674008,,-2.125,-33.036,-2.21
,ZINC08739025,,-2.123,-32.953,-2.123
,ZINC05495189,,-2.123,-28.574,-2.123
,ZINC04086063,,-2.123,-43.038,-4.255
,ZINC04086063,,-2.123,-43.038,-4.255
,ZINC02532479,,-2.121,-26.831,-2.121
,ZINC12379903,,-2.119,-40.57,-2.119
,ZINC12379903,,-2.119,-40.57,-2.119
,ZINC12379903,,-2.119,-40.57,-2.119
,ZINC12379903,,-2.119,-40.57,-2.119
,ZINC12379903,,-2.119,-40.57,-2.119
,ZINC06956601,,-2.119,-33.6,-2.119
,ZINC40658180,,-2.118,-49.882,-4.365
,ZINC40658180,,-2.118,-49.882,-4.365
,ZINC90525270,,-2.117,-33.71,-2.253
,ZINC01877151,,-2.115,-35.391,-2.115
,ZINC01877151,,-2.115,-35.391,-2.115
,ZINC01678611,,-2.115,-38.963,-2.115
,ZINC94550861,,-2.114,-44.233,-4.414
,ZINC94550861,,-2.114,-44.233,-4.414
,ZINC01899649,,-2.114,-33.28,-2.114
,ZINC01899649,,-2.114,-33.28,-2.114
,ZINC33812277,,-2.112,-39.419,-2.112
,ZINC33812277,,-2.112,-39.419,-2.112
,ZINC33812277,,-2.112,-39.419,-2.112
,ZINC33812277,,-2.112,-39.419,-2.112
,ZINC93579694,,-2.112,-41.759,-3.954
,ZINC04257962,,-2.109,-27.119,-2.109
,ZINC92987800,,-2.108,-39.031,-2.131
,ZINC30721858,,-2.108,-37.429,-2.108
,ZINC30721858,,-2.108,-37.429,-2.108
,ZINC91623414,,-2.107,-49.477,-4.766
,ZINC93579530,,-2.107,-40.175,-3.949
,ZINC12520931,,-2.107,-39.262,-2.257
,ZINC12520931,,-2.107,-39.262,-2.257
,ZINC12520931,,-2.107,-39.262,-2.257
,ZINC12520931,,-2.107,-39.262,-2.257
,ZINC02548392,,-2.107,-33.766,-3.725
,ZINC90511926,,-2.106,-37.361,-2.496
,ZINC01293157,,-2.106,-41.111,-4.376
,ZINC01293157,,-2.106,-41.111,-4.376
,ZINC01293157,,-2.106,-41.111,-4.376
,ZINC93139746,,-2.105,-43.925,-4.009
,ZINC67911354,,-2.105,-52.347,-4.482
,ZINC81182350,,-2.104,-33.066,-2.556
,ZINC81182350,,-2.104,-33.066,-2.556
,ZINC81182350,,-2.104,-33.066,-2.556
,ZINC81182350,,-2.104,-33.066,-2.556
,ZINC15880064,,-2.102,-38.877,-2.26
,ZINC15880064,,-2.102,-38.877,-2.26
,ZINC20226833,,-2.101,-26.996,-2.101
,ZINC09077844,,-2.1,-35.377,-2.1
,ZINC09077844,,-2.1,-35.377,-2.1
,ZINC11692025,,-2.098,-34.211,-2.277
,ZINC11692025,,-2.098,-34.211,-2.277
,ZINC35550269,,-2.097,-35.377,-2.097
,ZINC35550269,,-2.097,-35.377,-2.097
,ZINC00864612,,-2.09,-34.824,-2.09
,ZINC00864612,,-2.09,-34.824,-2.09
,ZINC00864612,,-2.09,-34.824,-2.09
,ZINC00864612,,-2.09,-34.824,-2.09
,ZINC04855155,,-2.09,-27.655,-2.09
,ZINC75179089,,-2.088,-37.247,-3.296
,ZINC90519100,,-2.085,-37.158,-2.677
,ZINC93912571,,-2.084,-36.788,-3.416
,ZINC00330870,,-2.084,-29.994,-2.181
,ZINC21080776,,-2.08,-56.295,-3.656
,ZINC59366554,,-2.079,-32.243,-2.079
,ZINC05978784,,-2.079,-33.177,-2.111
,ZINC23606068,,-2.077,-33.103,-2.772
,ZINC23606068,,-2.077,-33.103,-2.772
,ZINC23606068,,-2.077,-33.103,-2.772
,ZINC23606068,,-2.077,-33.103,-2.772
,ZINC02352401,,-2.077,-34.233,-2.352
,ZINC63515452,,-2.075,-40.011,-2.075
,ZINC21040731,,-2.074,-49.118,-4.067
,ZINC08554865,,-2.071,-53.328,-4.157
,ZINC39443741,,-2.07,-49.182,-4.084
,ZINC13590265,,-2.067,-33.741,-2.067
,ZINC09124800,,-2.067,-41.206,-2.067
,ZINC55898364,,-2.057,-43.614,-3.234
,ZINC04015363,,-2.055,-46.891,-3.968
,ZINC36226975,,-2.05,-32.994,-2.05
,ZINC36226975,,-2.05,-32.994,-2.05
,ZINC04810522,,-2.05,-43.35,-4.566
,ZINC59417529,,-2.05,-38.949,-3.944
,ZINC02887651,,-2.049,-28.687,-2.049
,ZINC91026037,,-2.049,-34.904,-2.105
,ZINC91026037,,-2.049,-34.904,-2.105
,ZINC91026037,,-2.049,-34.904,-2.105
,ZINC11692021,,-2.049,-35.529,-2.247
,ZINC93736886,,-2.048,-31.903,-2.655
,ZINC90529843,,-2.048,-32.85,-2.842
,ZINC34799376,,-2.046,-49.014,-3.365
,ZINC92885041,,-2.045,-37.236,-3.446
,ZINC92256939,,-2.043,-34.914,-3.341
,ZINC63912149,,-2.043,-32.241,-2.708
,ZINC54550909,,-2.043,-39.549,-3.083
,ZINC01114689,,-2.036,-38.662,-2.16
,ZINC13807096,,-2.036,-31.908,-2.036
,ZINC94194202,,-2.034,-38.577,-4.145
,ZINC02203869,,-2.034,-31.776,-2.364
,ZINC02203869,,-2.034,-31.776,-2.364
,ZINC44756426,,-2.029,-40.339,-3.7
,ZINC48168516,,-2.027,-46.13,-4.357
,ZINC77818396,,-2.027,-34.295,-3.459
,ZINC77818396,,-2.027,-34.295,-3.459
,ZINC13081118,,-2.022,-46.233,-3.751
,ZINC13081118,,-2.022,-46.233,-3.751
,ZINC13081118,,-2.022,-46.233,-3.751
,ZINC13081118,,-2.022,-46.233,-3.751
,ZINC13081118,,-2.022,-46.233,-3.751
,ZINC70460420,,-2.021,-28.86,-2.967
,ZINC08396952,,-2.02,-35.529,-3.13
,ZINC04569696,,-2.02,-39.903,-2.02
,ZINC04569696,,-2.02,-39.903,-2.02
,ZINC12560835,,-2.014,-42.548,-2.069
,ZINC12560835,,-2.014,-42.548,-2.069
,ZINC72032277,,-2.013,-36.51,-2.013
,ZINC34799376,,-2.012,-49.402,-3.39
,ZINC01869658,,-2.006,-38.088,-2.006
,ZINC83326064,,-2.005,-38.671,-2.416
,ZINC01900949,,-2.004,-29.501,-2.004
,ZINC31516802,,-2.002,-35.097,-3.435
,ZINC31516802,,-2.002,-35.097,-3.435
,ZINC40116484,,-1.998,-32.435,-1.998
,ZINC31745929,,-1.997,-32.381,-3.429
,ZINC04265830,,-1.997,-28.124,-1.997
,ZINC19633553,,-1.992,-34.281,-2.156
,ZINC94348579,,-1.991,-32.971,-3.62
,ZINC94348579,,-1.991,-32.971,-3.62
,ZINC02271805,,-1.99,-45.841,-2.766
,ZINC02271805,,-1.99,-45.841,-2.766
,ZINC91265880,,-1.987,-30.013,-1.987
,ZINC63406082,,-1.986,-56.827,-4.363
,ZINC35163866,,-1.985,-56.207,-4.075
,ZINC02340306,,-1.982,-29.521,-2.207
,ZINC75889401,,-1.982,-41.684,-3.641
,ZINC08058830,,-1.98,-30.906,-1.98
,ZINC72822791,,-1.978,-42.643,-4.074
,ZINC39715710,,-1.977,-52.501,-4.366
,ZINC00825813,,-1.977,-36.796,-1.977
,ZINC00825813,,-1.977,-36.796,-1.977
,ZINC00825813,,-1.977,-36.796,-1.977
,ZINC00825813,,-1.977,-36.796,-1.977
,ZINC90552025,,-1.974,-34.667,-2.809
,ZINC90552025,,-1.974,-34.667,-2.809
,ZINC10154538,,-1.973,-30.528,-1.973
,ZINC75295191,,-1.973,-19.337,-1.973
,ZINC39899177,,-1.973,-38.558,-2.435
,ZINC19898323,,-1.971,-30.032,-2.04
,ZINC19898323,,-1.971,-30.032,-2.04
,ZINC75532933,,-1.971,-46.211,-4.634
,ZINC46009361,,-1.971,-46.373,-3.813
,ZINC46009361,,-1.971,-46.373,-3.813
,ZINC39962443,,-1.964,-44.971,-3.429
,ZINC92645991,,-1.964,-40.499,-3.634
,ZINC32603893,,-1.963,-35.46,-2.652
,ZINC81097447,,-1.962,-40.372,-3.557
,ZINC04998663,,-1.96,-44.489,-4.166
,ZINC04998663,,-1.96,-44.489,-4.166
,ZINC90552148,,-1.96,-38.689,-2.129
,ZINC50704562,,-1.96,-48.94,-3.811
,ZINC08926493,,-1.956,-37.444,-2.464
,ZINC09767268,,-1.955,-34.052,-1.955
,ZINC16942679,,-1.951,-27.799,-1.951
,ZINC92921232,,-1.949,-24.742,-1.949
,ZINC05142572,,-1.948,-33.712,-1.948
,ZINC48625267,,-1.947,-28.915,-1.947
,ZINC93221530,,-1.944,-31.862,-2.617
,ZINC02342162,,-1.942,-31.364,-2.272
,ZINC89930275,,-1.941,-35.797,-2.04
,ZINC70460449,,-1.94,-24.13,-3.033
,ZINC70460449,,-1.94,-24.13,-3.033
,ZINC10282087,,-1.939,-28.502,-1.939
,ZINC09443588,,-1.938,-39.877,-2.662
,ZINC09443588,,-1.938,-39.877,-2.662
,ZINC40658127,,-1.935,-50.337,-3.561
,ZINC40658127,,-1.935,-50.337,-3.561
,ZINC02996529,,-1.933,-44.822,-3.497
,ZINC12494896,,-1.933,-42.69,-3.752
,ZINC27569553,,-1.929,-37.517,-3.295
,ZINC07684541,,-1.928,-41.391,-2.864
,ZINC14028003,,-1.928,-54.565,-3.226
,ZINC87559167,,-1.928,-33.457,-4.313
,ZINC84090451,,-1.927,-42.576,-3.521
,ZINC89513350,,-1.924,-35.062,-3.176
,ZINC20906616,,-1.919,-49.384,-4.42
,ZINC13940477,,-1.919,-32.922,-1.919
,ZINC90549711,,-1.919,-40.062,-2.439
,ZINC02308306,,-1.916,-32.072,-1.916
,ZINC02348372,,-1.915,-29.055,-2.141
,ZINC02348372,,-1.915,-29.055,-2.141
,ZINC43317969,,-1.915,-28.344,-2.034
,ZINC43317969,,-1.915,-28.344,-2.034
,ZINC32934444,,-1.913,-57.669,-4.341
,ZINC93312664,,-1.912,-37.243,-2.082
,ZINC72099665,,-1.912,-33.477,-2.505
,ZINC72099665,,-1.912,-33.477,-2.505
,ZINC72099665,,-1.912,-33.477,-2.505
,ZINC72099665,,-1.912,-33.477,-2.505
,ZINC72099665,,-1.912,-33.477,-2.505
,ZINC68349039,,-1.911,-26.675,-1.924
,ZINC21082031,,-1.91,-47.027,-3.486
,ZINC20065974,,-1.909,-42.387,-3.818
,ZINC20065974,,-1.909,-42.387,-3.818
,ZINC89513386,,-1.906,-34.399,-3.158
,ZINC93579552,,-1.905,-39.68,-3.747
,ZINC70974136,,-1.9,-39.28,-3.682
,ZINC04359334,,-1.899,-33.79,-2.967
,ZINC83315038,,-1.899,-35.527,-1.901
,ZINC90525706,,-1.889,-28.196,-2.737
,ZINC10456149,,-1.885,-32.41,-1.885
,ZINC10456149,,-1.885,-32.41,-1.885
,ZINC19733309,,-1.885,-22.053,-1.885
,ZINC83295024,,-1.882,-32.269,-1.884
,ZINC83295024,,-1.882,-32.269,-1.884
,ZINC01899648,,-1.88,-29.474,-1.88
,ZINC01899648,,-1.88,-29.474,-1.88
,ZINC90564058,,-1.877,-38.825,-3.335
,ZINC89513401,,-1.876,-35.25,-3.13
,ZINC16477184,,-1.861,-31.477,-1.862
,ZINC16477184,,-1.861,-31.477,-1.862
,ZINC16477184,,-1.861,-31.477,-1.862
,ZINC16477184,,-1.861,-31.477,-1.862
,ZINC77319666,,-1.86,-31.269,-1.86
,ZINC77319666,,-1.86,-31.269,-1.86
,ZINC33838205,,-1.857,-26.782,-3.426
,ZINC08965004,,-1.856,-39.015,-3.411
,ZINC38488116,,-1.855,-43.859,-3.378
,ZINC03776956,,-1.855,-32.98,-1.855
,ZINC63515335,,-1.853,-42.209,-3.644
,ZINC64062109,,-1.851,-28.589,-2.996
,ZINC33812275,,-1.849,-33.588,-1.849
,ZINC49765158,,-1.849,-40.121,-4.075
,ZINC49765158,,-1.849,-40.121,-4.075
,ZINC12417146,,-1.848,-35.386,-1.848
,ZINC12417146,,-1.848,-35.386,-1.848
,ZINC27571498,,-1.848,-34.887,-4.349
,ZINC92375772,,-1.842,-30.365,-1.842
,ZINC94355541,,-1.838,-37.077,-3.761
,ZINC81154500,,-1.837,-32.869,-3.044
,ZINC39899153,,-1.835,-37.559,-2.298
,ZINC33812273,,-1.835,-34.127,-1.835
,ZINC33812273,,-1.835,-34.127,-1.835
,ZINC33812273,,-1.835,-34.127,-1.835
,ZINC33812273,,-1.835,-34.127,-1.835
,ZINC84090451,,-1.83,-41.161,-3.424
,ZINC90552822,,-1.826,-38.02,-3.33
,ZINC92437421,,-1.826,-34.837,-2.497
,ZINC92437421,,-1.826,-34.837,-2.497
,ZINC94674221,,-1.825,-31.128,-1.825
,ZINC45805430,,-1.823,-39.162,-3.295
,ZINC01858266,,-1.823,-35.666,-1.823
,ZINC00719891,,-1.823,-40.1,-3.899
,ZINC00719891,,-1.823,-40.1,-3.899
,ZINC75889401,,-1.821,-30.369,-3.018
,ZINC33632210,,-1.82,-41.182,-2.425
,ZINC19882530,,-1.818,-50.811,-3.436
,ZINC19882530,,-1.818,-50.811,-3.436
,ZINC91736429,,-1.816,-28.114,-2.279
,ZINC12502042,,-1.816,-45.045,-3.901
,ZINC45948711,,-1.815,-25.428,-1.816
,ZINC45948711,,-1.815,-25.428,-1.816
,ZINC21078672,,-1.814,-53.907,-4.364
,ZINC21078672,,-1.814,-53.907,-4.364
,ZINC68940420,,-1.813,-38.673,-3.07
,ZINC72074367,,-1.813,-32.603,-1.855
,ZINC86076725,,-1.813,-41.355,-2.835
,ZINC86076725,,-1.813,-41.355,-2.835
,ZINC48340733,,-1.812,-33.578,-3.245
,ZINC48340733,,-1.812,-33.578,-3.245
,ZINC81515418,,-1.81,-43.279,-4.117
,ZINC93212064,,-1.81,-30.787,-2.76
,ZINC12520931,,-1.809,-45.375,-2.696
,ZINC12520931,,-1.809,-45.375,-2.696
,ZINC12520931,,-1.809,-45.375,-2.696
,ZINC12520931,,-1.809,-45.375,-2.696
,ZINC36247796,,-1.809,-30.093,-1.809
,ZINC78904379,,-1.809,-30.788,-2.812
,ZINC90551636,,-1.808,-43.368,-4.058
,ZINC84093611,,-1.808,-30.905,-2.519
,ZINC33812285,,-1.808,-30.081,-1.808
,ZINC33812285,,-1.808,-30.081,-1.808
,ZINC33812285,,-1.808,-30.081,-1.808
,ZINC90518955,,-1.804,-30.837,-2.403
,ZINC59518901,,-1.803,-24.931,-1.803
,ZINC90519377,,-1.802,-36.723,-2.495
,ZINC33665996,,-1.801,-33.548,-1.801
,ZINC89420816,,-1.801,-44.142,-4.142
,ZINC89420816,,-1.801,-44.142,-4.142
,ZINC67491291,,-1.8,-38.334,-3.679
,ZINC49505322,,-1.798,-32.527,-3.187
,ZINC04673513,,-1.797,-41.38,-3.137
