Stars,Title,PUBCHEM_PHARMACOPHORE_FEATURES,docking score,glide emodel,glide gscore,Formula
,ZINC92125416,,-2.342,-31.123,-3.328,
,ZINC92124884,,-2.34,-30.947,-3.271,
,ZINC92117482,,-2.339,-33.91,-3.299,
,ZINC92123251,,-2.329,-28.82,-3.335,
,ZINC92123251,,-2.329,-28.82,-3.335,
,ZINC49601554,,-2.329,-40.993,-3.047,
,ZINC49601554,,-2.329,-40.993,-3.047,
,ZINC49601554,,-2.329,-40.993,-3.047,
,ZINC49601554,,-2.329,-40.993,-3.047,
,ZINC92121352,,-2.325,-31.564,-3.262,
,ZINC92120764,,-2.323,-29.533,-3.255,
,ZINC89675936,,-2.32,-39.36,-4.063,
,ZINC00402630,,-2.31,-35.455,-4.651,
,ZINC92120450,,-2.283,-32.157,-3.138,
,ZINC14944181,,-2.281,-34.886,-2.281,
,ZINC92121605,,-2.277,-25.738,-2.968,
,ZINC92124617,,-2.274,-28.968,-3.238,
,ZINC89460886,,-2.27,-31.432,-3.203,
,ZINC92103245,,-2.27,-42.285,-4.614,
,ZINC69626956,,-2.268,-49.279,-4.226,
,ZINC92125153,,-2.267,-42.267,-4.156,
,ZINC92125153,,-2.267,-42.267,-4.156,
,ZINC92120913,,-2.267,-43.693,-4.113,
,ZINC92120913,,-2.267,-43.693,-4.113,
,ZINC81944384,,-2.263,-45.784,-3.929,
,ZINC92123663,,-2.263,-33.069,-3.19,
,ZINC92106477,,-2.262,-33.83,-3.188,
,ZINC92107553,,-2.261,-32.045,-3.23,
,ZINC89460689,,-2.256,-34.424,-3.15,
,ZINC92120645,,-2.245,-32.154,-3.1,
,ZINC92120645,,-2.245,-32.154,-3.1,
,ZINC92120645,,-2.245,-32.154,-3.1,
,ZINC92126121,,-2.24,-32.014,-3.346,
,ZINC92126181,,-2.236,-35.394,-3.344,
,ZINC92120459,,-2.234,-35.196,-3.78,
,ZINC92120459,,-2.234,-35.196,-3.78,
,ZINC92121940,,-2.228,-31.298,-3.145,
,ZINC92121940,,-2.228,-31.298,-3.145,
,ZINC92120916,,-2.226,-46.473,-4.072,
,ZINC92120916,,-2.226,-46.473,-4.072,
,ZINC92121613,,-2.224,-37.49,-3.762,
,ZINC92123780,,-2.224,-43.515,-4.113,
,ZINC92122468,,-2.224,-29.686,-3.155,
,ZINC92122468,,-2.224,-29.686,-3.155,
,ZINC92122468,,-2.224,-29.686,-3.155,
,ZINC92107862,,-2.223,-31.711,-3.183,
,ZINC94798658,,-2.214,-36.411,-3.917,
,ZINC06360557,,-2.208,-25.96,-2.238,
,ZINC92120863,,-2.2,-31.753,-2.99,
,ZINC92123746,,-2.196,-25.832,-2.937,
,ZINC92122013,,-2.194,-40.41,-4.252,
,ZINC92123725,,-2.192,-33.13,-3.209,
,ZINC92122905,,-2.189,-29.278,-3.228,
,ZINC92122924,,-2.189,-37.115,-3.019,
,ZINC92122924,,-2.189,-37.115,-3.019,
,ZINC92122734,,-2.187,-29.592,-3.118,
,ZINC92122734,,-2.187,-29.592,-3.118,
,ZINC92123151,,-2.18,-33.805,-3.097,
,ZINC92123151,,-2.18,-33.805,-3.097,
,ZINC92123151,,-2.18,-33.805,-3.097,
,ZINC92123151,,-2.18,-33.805,-3.097,
,ZINC92123151,,-2.18,-33.805,-3.097,
,ZINC95422932,,-2.177,-36.634,-3.121,
,ZINC95422932,,-2.177,-36.634,-3.121,
,ZINC92124918,,-2.174,-34.829,-3.102,
,ZINC67868292,,-2.17,-33.187,-2.305,
,ZINC67868292,,-2.17,-33.187,-2.305,
,ZINC67727362,,-2.164,-32.042,-3.015,
,ZINC92119847,,-2.159,-36.001,-3.129,
,ZINC92119847,,-2.159,-36.001,-3.129,
,ZINC92124356,,-2.158,-41.227,-3.485,
,ZINC92126991,,-2.158,-40.325,-3.796,
,ZINC92126333,,-2.157,-34.707,-2.382,
,ZINC92126333,,-2.157,-34.707,-2.382,
,ZINC92121708,,-2.156,-33.118,-3.053,
,ZINC67846777,,-2.154,-43.726,-4.783,
,ZINC67641945,,-2.145,-35.627,-3.087,
,ZINC67641945,,-2.145,-35.627,-3.087,
,ZINC92123573,,-2.143,-36.63,-2.264,
,ZINC92123573,,-2.143,-36.63,-2.264,
,ZINC67677119,,-2.141,-45.484,-3.297,
,ZINC67677119,,-2.141,-45.484,-3.297,
,ZINC89461260,,-2.14,-34.408,-3.073,
,ZINC92120573,,-2.136,-28.572,-3.075,
,ZINC92120573,,-2.136,-28.572,-3.075,
,ZINC92120573,,-2.136,-28.572,-3.075,
,ZINC92123749,,-2.136,-30.314,-2.878,
,ZINC92123201,,-2.136,-31.49,-3.053,
,ZINC92123201,,-2.136,-31.49,-3.053,
,ZINC92123201,,-2.136,-31.49,-3.053,
,ZINC92123201,,-2.136,-31.49,-3.053,
,ZINC92123201,,-2.136,-31.49,-3.053,
,ZINC00238478,,-2.134,-34.608,-3.737,
,ZINC00238478,,-2.134,-34.608,-3.737,
,ZINC92122853,,-2.133,-30.318,-3.065,
,ZINC92122853,,-2.133,-30.318,-3.065,
,ZINC92107594,,-2.123,-26.697,-3.091,
,ZINC92123579,,-2.123,-32.498,-3.104,
,ZINC39336693,,-2.121,-58.979,-4.189,
,ZINC92124358,,-2.12,-44.745,-3.488,
,ZINC92123992,,-2.109,-31.173,-3.028,
,ZINC92124223,,-2.108,-33.969,-3.067,
,ZINC92124223,,-2.108,-33.969,-3.067,
,ZINC92124223,,-2.099,-49.756,-4.508,
,ZINC92124223,,-2.099,-49.756,-4.508,
,ZINC92124482,,-2.099,-26.501,-3.036,
,ZINC92106265,,-2.098,-41.873,-4.525,
,ZINC92124247,,-2.093,-36.527,-2.905,
,ZINC92123233,,-2.089,-46.603,-4.287,
,ZINC92122801,,-2.086,-30.922,-2.98,
,ZINC92124074,,-2.084,-30.895,-2.893,
,ZINC59156828,,-2.073,-42.54,-4.195,
,ZINC59156828,,-2.073,-42.54,-4.195,
,ZINC92124920,,-2.073,-30.14,-3,
,ZINC92124920,,-2.073,-30.14,-3,
,ZINC92123608,,-2.072,-31.136,-2.841,
,ZINC72400629,,-2.071,-59.413,-4.724,
,ZINC72400629,,-2.071,-59.413,-4.724,
,ZINC72400629,,-2.071,-59.413,-4.724,
,ZINC72400629,,-2.071,-59.413,-4.724,
,ZINC72400629,,-2.071,-59.413,-4.724,
,ZINC92121176,,-2.069,-29.49,-3.053,
,ZINC92121176,,-2.069,-29.49,-3.053,
,ZINC92107604,,-2.057,-32.93,-2.945,
,ZINC92123255,,-2.054,-30.199,-3.06,
,ZINC92123255,,-2.054,-30.199,-3.06,
,ZINC92123233,,-2.051,-45.472,-4.25,
,ZINC92121994,,-2.049,-27.549,-2.826,
,ZINC92124788,,-2.042,-28.467,-2.672,
,ZINC92124788,,-2.042,-28.467,-2.672,
,ZINC89675084,,-2.04,-36.403,-2.506,
,ZINC92120466,,-2.037,-31.52,-2.932,
,ZINC92120466,,-2.037,-31.52,-2.932,
,ZINC72332894,,-2.036,-46.11,-3.779,
,ZINC72332894,,-2.036,-46.11,-3.779,
,ZINC67878314,,-2.033,-42.741,-4.33,
,ZINC92124803,,-2.028,-27.891,-3.032,
,ZINC92123450,,-2.027,-23.133,-2.808,
,ZINC92126126,,-2.009,-30.317,-2.889,
,ZINC92126126,,-2.009,-30.317,-2.889,
,ZINC92124599,,-2.003,-28.762,-3.009,
,ZINC92124599,,-2.003,-28.762,-3.009,
,ZINC92107863,,-1.992,-31.902,-2.951,
,ZINC92122646,,-1.99,-30.572,-2.984,
,ZINC92123706,,-1.987,-26.106,-2.952,
,ZINC92123706,,-1.987,-26.106,-2.952,
,ZINC67847552,,-1.981,-31.553,-3.291,
,ZINC92125332,,-1.98,-27.761,-2.934,
,ZINC92124358,,-1.978,-41.265,-4.067,
,ZINC92124665,,-1.976,-31.012,-2.901,
,ZINC92124665,,-1.976,-31.012,-2.901,
,ZINC92121887,,-1.97,-28.933,-2.671,
,ZINC92124484,,-1.966,-33.447,-2.856,
,ZINC92124484,,-1.966,-33.447,-2.856,
,ZINC49601554,,-1.962,-37.128,-3.54,
,ZINC49601554,,-1.962,-37.128,-3.54,
,ZINC49601554,,-1.962,-37.128,-3.54,
,ZINC49601554,,-1.962,-37.128,-3.54,
,ZINC14760999,,-1.951,-29.578,-3.535,
,ZINC92125978,,-1.95,-27.473,-2.905,
,ZINC92125978,,-1.95,-27.473,-2.905,
,ZINC92125978,,-1.95,-27.473,-2.905,
,ZINC00189368,,-1.944,-30.296,-3.416,
,ZINC00189368,,-1.944,-30.296,-3.416,
,ZINC92120942,,-1.937,-32.895,-2.873,
,ZINC67677119,,-1.935,-52.042,-4.519,
,ZINC67677119,,-1.935,-52.042,-4.519,
,ZINC92121659,,-1.933,-35.807,-3.731,
,ZINC92119831,,-1.93,-31.275,-2.863,
,ZINC92107889,,-1.926,-36.061,-3.248,
,ZINC92125655,,-1.925,-27.541,-2.602,
,ZINC37108244,,-1.918,-46.689,-4.565,
,ZINC92120021,,-1.913,-26.106,-2.835,
,ZINC92107568,,-1.897,-30.427,-2.791,
,ZINC92107568,,-1.897,-30.427,-2.791,
,ZINC92122903,,-1.888,-28.665,-2.927,
,ZINC13660257,,-1.886,-30.041,-2.837,
,ZINC92123142,,-1.879,-30.731,-2.817,
,ZINC92123142,,-1.879,-30.731,-2.817,
,ZINC92123142,,-1.879,-30.731,-2.817,
,ZINC92123142,,-1.879,-30.731,-2.817,
,ZINC92122924,,-1.872,-33.718,-3.384,
,ZINC92122924,,-1.872,-33.718,-3.384,
,ZINC37108244,,-1.869,-32.389,-3.289,
,ZINC92124515,,-1.851,-39.755,-2.788,
,ZINC92121213,,-1.845,-28.259,-2.973,
,ZINC67727365,,-1.842,-30.883,-2.693,
,ZINC92124247,,-1.836,-33.242,-3.499,
,ZINC92125280,,-1.833,-29.512,-2.84,
,ZINC92121098,,-1.825,-23.806,-2.357,
,ZINC92123510,,-1.822,-28.481,-2.754,
,ZINC92123510,,-1.822,-28.481,-2.754,
,ZINC92124068,,-1.813,-28.021,-2.808,
,ZINC92107891,,-1.811,-36.66,-3.876,
,ZINC37108244,,-1.795,-26.932,-2.864,
,ZINC92123681,,-1.789,-31.457,-2.727,
,ZINC67727365,,-1.786,-49.055,-4.281,
,ZINC92123841,,-1.78,-31.408,-2.755,
,ZINC92124439,,-1.78,-29.923,-2.803,
,ZINC92121990,,-1.767,-25.107,-2.543,
,ZINC92125137,,-1.764,-43.574,-4.4,
,ZINC92125137,,-1.764,-43.574,-4.4,
,ZINC13660257,,-1.756,-30.156,-2.916,
,ZINC92122611,,-1.756,-31.004,-2.728,
,ZINC92123029,,-1.745,-29.321,-2.397,
,ZINC92120584,,-1.744,-39.81,-3.185,
,ZINC92126991,,-1.73,-23.816,-2.377,
,ZINC92124805,,-1.729,-32.539,-2.666,
,ZINC92124805,,-1.729,-32.539,-2.666,
,ZINC92124805,,-1.729,-32.539,-2.666,
,ZINC92124805,,-1.729,-32.539,-2.666,
,ZINC67878314,,-1.726,-40.142,-3.207,
,ZINC71751238,,-1.726,-32.826,-2.429,
,ZINC71751238,,-1.726,-32.826,-2.429,
,ZINC73339551,,-1.726,-43.855,-3.645,
,ZINC92122303,,-1.725,-35.974,-3.876,
,ZINC92122303,,-1.725,-35.974,-3.876,
,ZINC92124243,,-1.721,-37.53,-3.467,
,ZINC67677119,,-1.721,-44.785,-3.599,
,ZINC67677119,,-1.721,-44.785,-3.599,
,ZINC92125433,,-1.716,-29.629,-2.694,
,ZINC92120852,,-1.705,-26.281,-2.602,
,ZINC13660257,,-1.704,-34.125,-3.524,
,ZINC73732993,,-1.696,-46.322,-3.615,
,ZINC59146664,,-1.687,-44.066,-3.736,
,ZINC92122448,,-1.687,-28.926,-2.685,
,ZINC73856368,,-1.655,-36.938,-3.574,
,ZINC00407264,,-1.642,-34.76,-3.114,
,ZINC00407264,,-1.642,-34.76,-3.114,
,ZINC67677119,,-1.635,-38.514,-2.765,
,ZINC67677119,,-1.635,-38.514,-2.765,
,ZINC86133068,,-1.621,-27.142,-1.621,
,ZINC92125966,,-1.615,-26.681,-2.529,
,ZINC92125966,,-1.615,-26.681,-2.529,
,ZINC92120024,,-1.613,-26.934,-2.534,
,ZINC92117480,,-1.584,-38.044,-4.237,
,ZINC92121664,,-1.541,-27.729,-2.525,
,ZINC92120758,,-1.537,-28.114,-2.468,
,ZINC92123949,,-1.532,-19.343,-2.26,
,ZINC95422932,,-1.53,-44.765,-4.071,
,ZINC95422932,,-1.53,-44.765,-4.071,
,ZINC67560929,,-1.525,-27.112,-2.92,
,ZINC92123393,,-1.518,-28.813,-1.638,
,ZINC67846777,,-1.515,-31.043,-2.539,
,ZINC92122931,,-1.499,-36.402,-3.629,
,ZINC92121611,,-1.49,-35.642,-3.767,
,ZINC92121611,,-1.49,-35.642,-3.767,
,ZINC37108244,,-1.489,-34.114,-3.771,
,ZINC92123586,,-1.483,-23.116,-2.266,
,ZINC67727362,,-1.474,-43.508,-3.969,
,ZINC92127129,,-1.468,-25.595,-2.399,
,ZINC92127129,,-1.468,-25.595,-2.399,
,ZINC92120951,,-1.436,-26.376,-3.14,
,ZINC93356322,,-1.435,-34.529,-3.322,
,ZINC92125961,,-1.427,-29.838,-1.548,
,ZINC92125961,,-1.427,-29.838,-1.548,
,ZINC92125967,,-1.413,-26.942,-2.326,
,ZINC92125967,,-1.413,-26.942,-2.326,
,ZINC92107889,,-1.398,-33.091,-3.464,
,ZINC04623367,,-1.397,-31.742,-1.397,
,ZINC04623367,,-1.397,-31.742,-1.397,
,ZINC67787859,,-1.39,-38.851,-4.084,
,ZINC92123588,,-1.358,-32.151,-1.483,
,ZINC89675084,,-1.358,-40.283,-3.096,
,ZINC64219649,,-1.34,-35.503,-2.107,
,ZINC92122445,,-1.306,-26.236,-2.304,
,ZINC92121283,,-1.275,-34.277,-3.36,
,ZINC92121283,,-1.275,-34.277,-3.36,
,ZINC92120584,,-1.256,-33.966,-3.492,
,ZINC92124356,,-1.249,-36.471,-3.337,
,ZINC39963244,,-1.233,-37.682,-3.536,
,ZINC72996934,,-1.218,-36.574,-3.137,
,ZINC81453724,,-1.215,-36.984,-3.137,
,ZINC39963244,,-1.208,-36.63,-3.487,
,ZINC92126035,,-1.19,-30.232,-3.231,
,ZINC67878314,,-1.077,-32.414,-3.285,
,ZINC81349600,,-1.035,-38.978,-2.954,
,ZINC84064702,,-1.005,-35.366,-3.231,
,ZINC37108244,,-1.002,-38.702,-3.649,
,ZINC92120092,,-0.995,-38.173,-3.665,
,ZINC92121611,,-0.944,-33.237,-2.483,
,ZINC92121611,,-0.944,-33.237,-2.483,
,ZINC92122098,,-0.944,-40.066,-3.147,
,ZINC92120587,,-0.881,-37.53,-3.117,
,ZINC92123590,,-0.829,-29.309,-1.814,
,ZINC31168788,,-0.753,-35.938,-2.781,
,ZINC92123588,,-0.69,-23.748,-1.675,
,ZINC92125659,,-0.663,-25.29,-1.661,
,ZINC92125961,,-0.65,-30.938,-1.652,
,ZINC92125961,,-0.65,-30.938,-1.652,
,ZINC92123803,,-0.643,-30.599,-2.425,
,ZINC92123803,,-0.643,-30.599,-2.425,
,ZINC14760999,,-0.599,-27.363,-3.042,
,ZINC92121659,,-0.59,-32.053,-3.096,
,ZINC95422932,,-0.583,-31.339,-3.038,
,ZINC95422932,,-0.583,-31.339,-3.038,
,ZINC67868292,,-0.51,-27.445,-1.453,
,ZINC67868292,,-0.51,-27.445,-1.453,
,ZINC92123573,,-0.467,-29.199,-1.468,
,ZINC92123573,,-0.467,-29.199,-1.468,
,ZINC00407264,,-0.466,-35.259,-3.162,
,ZINC00407264,,-0.466,-35.259,-3.162,
,ZINC00238478,,-0.437,-26.972,-3.052,
,ZINC00238478,,-0.437,-26.972,-3.052,
,ZINC92122539,,-0.434,-28.068,-0.659,
,ZINC00827409,,-0.426,-33.265,-3.109,
,ZINC93356321,,-0.414,-29.001,-2.323,
,ZINC00189368,,-0.411,-30.889,-3.107,
,ZINC00189368,,-0.411,-30.889,-3.107,
,ZINC92121613,,-0.321,-28.005,-2.598,
,ZINC92125454,,-0.296,-23.061,-1.3,
,ZINC01582596,,-0.193,-29.696,-2.819,
,ZINC06360557,,0.069,-17.585,-1.702,
,ZINC92122539,,0.349,-21.249,-0.333,
,ZINC93356298,,0.585,-24.89,-1.302,
,ZINC94941571,,0.613,-30.08,-2.056,
,ZINC92123393,,0.653,-22.663,-0.35,
