Stars,Title,MMGBSA dG Bind,Lig Strain Energy
,ZINC39933655,-34.51,2.331942
,ZINC66869197,-32.04,2.739156
,ZINC12237529,-50.25,1.990968
,ZINC33850859,-40.87,10.857052
,ZINC33850859,-40.87,10.857052
,ZINC33850859,-40.87,10.857052
,ZINC78363880,-17.08,6.146117
,ZINC63075108,-35.59,4.990958
,ZINC93761167,-27.15,1.675982
,ZINC12569120,-38.32,6.524875
,ZINC02932354,-55.43,3.067858
,ZINC28940491,-20.53,7.676523
,ZINC39205285,-39.43,7.941893
,ZINC39205285,-39.43,7.941893
,ZINC16496223,-38.09,4.834813
,ZINC16496223,-38.09,4.834813
,ZINC16496223,-38.09,4.834813
,ZINC16496223,-38.09,4.834813
,ZINC16496223,-38.09,4.834813
,ZINC16496223,-38.09,4.834813
,ZINC90068217,-28.4,2.20637
,ZINC58817724,-43.74,1.83276
,ZINC67935340,-24.03,8.034817
,ZINC26892672,-10.1,2.958021
,ZINC26892672,-10.1,2.958021
,ZINC94355769,-24.57,5.042908
,ZINC94355769,-24.57,5.042908
,ZINC64136878,-38.76,5.350299
,ZINC18218092,-33.5,3.943208
,ZINC06424247,-38.17,9.429323
,ZINC77955862,-39.87,0.682756
,ZINC21078672,-43.07,3.899789
,ZINC21078672,-43.07,3.899789
,ZINC30803037,-43.85,7.693736
,ZINC30803037,-43.85,7.693736
,ZINC08107787,-36.4,2.261149
,ZINC64097679,-30.23,6.890092
,ZINC64097679,-30.23,6.890092
,ZINC64097679,-30.23,6.890092
,ZINC64097679,-30.23,6.890092
,ZINC64097679,-30.23,6.890092
,ZINC64097679,-30.23,6.890092
,ZINC63239989,-39.07,10.47563
,ZINC48340733,-12.76,7.690461
,ZINC48340733,-12.76,7.690461
,ZINC22764877,-16.76,5.313587
,ZINC08986116,-27.18,3.071276
,ZINC58991360,-30.16,9.213198
,ZINC04601135,-32.47,4.84999
,ZINC04601135,-32.47,4.84999
,ZINC59046442,-44.42,7.631951
,ZINC21083685,-38.25,3.503486
,ZINC15026953,-35.8,1.916936
,ZINC19790990,-33.51,2.876096
,ZINC94550861,-19.65,2.765162
,ZINC94550861,-19.65,2.765162
,ZINC01293166,-8.38,4.528315
,ZINC08907996,-27.73,3.517745
,ZINC03909383,-32.88,11.62101
,ZINC93227915,-37.27,8.044073
,ZINC04457803,-23.39,1.627194
,ZINC04814972,-39.07,7.288334
,ZINC94356778,-23.59,2.345544
,ZINC94356778,-23.59,2.345544
,ZINC64062134,-31.57,4.874593
,ZINC54550909,-35.55,16.285991
,ZINC00290035,-41.15,2.166477
,ZINC68339752,-39.08,8.582856
,ZINC38492376,-34.1,11.072816
,ZINC93847101,-12.52,4.977457
,ZINC93847078,-25.57,2.697615
,ZINC72088731,-31.94,5.143257
,ZINC72088731,-31.94,5.143257
,ZINC22001222,-43.82,6.316495
,ZINC06404857,-39.54,1.325784
,ZINC19794174,-15.49,1.609102
,ZINC08926234,-49.64,5.392438
,ZINC08926234,-49.64,5.392438
,ZINC72772528,-18.39,6.793117
,ZINC94357388,-28.27,2.421223
,ZINC94357388,-28.27,2.421223
,ZINC94356177,-20.59,5.076338
,ZINC13081119,-27.88,3.742798
,ZINC13081119,-27.88,3.742798
,ZINC59941801,-37.69,5.55105
,ZINC07020473,-38.24,8.224662
,ZINC64020121,-38.8,7.398005
,ZINC64136880,-39.94,12.135745
,ZINC90519035,-32.54,10.860102
,ZINC91081904,-28.68,7.984168
,ZINC04142281,-45.24,4.217706
,ZINC04142281,-45.24,4.217706
,ZINC94094723,-37.48,6.762915
,ZINC94094723,-37.48,6.762915
,ZINC91063706,-21.56,4.713578
,ZINC63562727,-37.78,12.217105
,ZINC63547526,-35.56,13.395017
,ZINC90552822,-35.33,5.851536
,ZINC15791008,-38.92,3.915249
,ZINC07797784,-29.76,2.698571
,ZINC20462265,-32.79,2.003841
,ZINC72012115,-30.54,5.863102
,ZINC06304614,-33.58,4.562078
,ZINC04844591,-38.78,14.121403
,ZINC04844591,-38.78,14.121403
,ZINC05346635,-30.02,2.966588
,ZINC91587529,-36.76,3.272326
,ZINC92401399,-20.7,4.460832
,ZINC40166146,-15.78,3.244911
,ZINC40166146,-15.78,3.244911
,ZINC94957043,-18.2,5.212667
,ZINC19790990,-29.9,6.41199
,ZINC40656705,-15.85,5.838812
,ZINC46877559,-43.77,5.568779
,ZINC77891360,-23.62,3.361168
,ZINC68972963,-29.94,2.583722
,ZINC68972963,-29.94,2.583722
,ZINC38492120,-38.94,4.739537
,ZINC38492120,-38.94,4.739537
,ZINC47960462,-24.6,3.12618
,ZINC47960462,-24.6,3.12618
,ZINC21077078,-34.69,12.232537
,ZINC39273043,-35.48,4.313007
,ZINC39273043,-35.48,4.313007
,ZINC21127262,-44.43,3.697047
,ZINC63110675,-22.65,13.237358
,ZINC63291715,-25.86,4.44728
,ZINC75532936,-20.64,4.8483
,ZINC39617607,-18.43,4.985485
,ZINC39617607,-18.43,4.985485
,ZINC21077699,-31.18,11.639444
,ZINC41295674,-49.97,10.266782
,ZINC90819716,-34.5,1.328464
,ZINC21078304,-28.46,7.120982
,ZINC16010419,-43.89,3.666787
,ZINC77444627,-27.25,5.040378
,ZINC77444627,-27.25,5.040378
,ZINC15881838,-36.08,11.205489
,ZINC02156318,-32.62,2.929926
,ZINC00829867,-11.62,11.981574
,ZINC92803134,-21.19,4.319765
,ZINC21075699,-50.8,2.975914
,ZINC63772631,-25.65,6.980865
,ZINC93847082,-26.87,3.574385
,ZINC68940098,-29.13,9.147623
,ZINC33364791,-37.89,3.153788
,ZINC55902313,-48.91,4.989468
,ZINC54245436,-26.56,10.652315
,ZINC64338381,-30.11,0.744473
,ZINC39205282,-29.9,6.30851
,ZINC39205282,-29.9,6.30851
,ZINC89580700,-31.64,5.085732
,ZINC02521414,-20.97,1.605075
,ZINC16431082,-10.34,1.249414
,ZINC16431082,-10.34,1.249414
,ZINC16431082,-10.34,1.249414
,ZINC16431082,-10.34,1.249414
,ZINC94356190,-19,5.484675
,ZINC94356190,-19,5.484675
,ZINC35927216,-37.41,4.437966
,ZINC92871741,-27.91,3.863985
,ZINC92871741,-27.91,3.863985
,ZINC58245542,-28.47,4.189319
,ZINC73633199,-12.45,1.199562
,ZINC94772322,-15.18,5.893482
,ZINC01293348,-11.8,3.509036
,ZINC01293348,-11.8,3.509036
,ZINC04427665,-55.41,3.051631
,ZINC33682242,-33.62,5.097316
,ZINC76698601,-37.38,9.422988
,ZINC02761671,-15.43,3.21564
,ZINC81154501,-26.85,9.217189
,ZINC05401068,-29.16,7.158807
,ZINC80910086,-19.74,2.824763
,ZINC94357388,-20.07,1.841753
,ZINC94357388,-20.07,1.841753
,ZINC75442874,-21.17,4.194113
,ZINC59941926,-0.81,14.87069
,ZINC40166108,-26.94,5.313486
,ZINC48300146,-25,4.295628
,ZINC09283308,-25.58,18.82704
,ZINC56458746,-32.79,1.627467
,ZINC21084199,-44.68,5.643842
,ZINC21084199,-44.68,5.643842
,ZINC32679272,-26.77,0.777541
,ZINC04519340,-35.55,18.292548
,ZINC04519340,-35.55,18.292548
,ZINC72753120,-28.99,6.45508
,ZINC60321751,-59.77,6.989701
,ZINC09353118,-29.17,8.23473
,ZINC92194444,-38.13,5.088185
,ZINC89852463,-31.44,2.712276
,ZINC63958047,-40.84,4.987869
,ZINC73633206,-8.61,1.661587
,ZINC73633206,-8.61,1.661587
,ZINC73633206,-8.61,1.661587
,ZINC73633206,-8.61,1.661587
,ZINC73633206,-8.61,1.661587
,ZINC73633206,-8.61,1.661587
,ZINC73633206,-8.61,1.661587
,ZINC73633206,-8.61,1.661587
,ZINC73633206,-8.61,1.661587
,ZINC90552460,-37.09,1.487737
,ZINC90552460,-37.09,1.487737
,ZINC76897616,-33.82,5.00272
,ZINC13895227,-28.42,15.714255
,ZINC59487136,-15.45,2.038842
,ZINC59487136,-15.45,2.038842
,ZINC08396829,-34.39,4.992998
,ZINC63458026,-31.77,8.534773
,ZINC63458026,-31.77,8.534773
,ZINC63406192,-39.28,4.830463
,ZINC01861709,-30.8,3.083764
,ZINC93847568,-21.87,4.012555
,ZINC06328975,-31.66,3.147029
,ZINC02050350,-25.91,3.798344
,ZINC59417529,-42.43,4.623194
,ZINC55342889,-17.87,10.169091
,ZINC55342889,-17.87,10.169091
,ZINC55342889,-17.87,10.169091
,ZINC05401068,-36.12,1.446349
,ZINC07985481,-31.28,1.619064
,ZINC07985481,-31.28,1.619064
,ZINC63562684,-41.01,5.635197
,ZINC01002901,-23.91,5.052081
,ZINC06315881,-31.09,4.590802
,ZINC06315881,-31.09,4.590802
,ZINC72014639,-32.12,2.150061
,ZINC67756361,-18.51,4.266139
,ZINC07777005,-36.9,5.043226
,ZINC00313214,-29.85,2.189481
,ZINC63760974,-30.99,5.630348
,ZINC63760974,-30.99,5.630348
,ZINC93834471,-22.57,2.138944
,ZINC59465180,-27.04,3.011064
,ZINC48274224,-29.57,3.50433
,ZINC93847565,-18.4,8.093048
,ZINC94355788,-24.37,2.381938
,ZINC59460542,-37.24,10.505962
,ZINC06793968,-33.63,0.842634
,ZINC59487306,-19.71,1.786418
,ZINC39443741,-33.77,2.938136
,ZINC06335438,-33.8,7.858247
,ZINC05614490,-25.07,3.1133
,ZINC58987775,-35.26,9.298461
,ZINC40595844,-20.67,7.78467
,ZINC63514598,-31.12,6.558767
,ZINC04172084,-12.16,2.877188
,ZINC63411489,-35.51,6.815572
,ZINC07391545,-31.72,1.723696
,ZINC68940178,-30.99,6.525525
,ZINC06276620,-23.88,0.780377
,ZINC94772027,-26.03,6.02495
,ZINC12502027,-32.74,6.793934
,ZINC03625401,-33.39,12.260808
,ZINC03625401,-33.39,12.260808
,ZINC00337921,-9.46,3.563168
,ZINC90819715,-21.49,4.030974
,ZINC80535405,-25.3,7.272801
,ZINC40541016,-18.87,5.985924
,ZINC78260499,-33.38,5.338552
,ZINC95451200,-35.99,3.182917
,ZINC95451200,-35.99,3.182917
,ZINC14006085,-35,3.485447
,ZINC90551963,-39.92,1.852861
,ZINC88605499,-26.64,1.941262
,ZINC59522294,-10.41,4.056181
,ZINC03084072,-30.67,5.380209
,ZINC63015135,-13.56,10.895171
,ZINC90552025,-24.55,10.184071
,ZINC90552025,-24.55,10.184071
,ZINC71963229,-34.71,6.365735
,ZINC89203603,-31.18,1.261222
,ZINC89203603,-31.18,1.261222
,ZINC16072189,-28.05,7.845683
,ZINC54173984,-37.36,8.541567
,ZINC15031824,-33.06,6.963107
,ZINC65548081,-31.97,13.68574
,ZINC70462714,-14.16,2.525497
,ZINC78904379,-29.43,6.612322
,ZINC34878666,-22.89,3.387726
,ZINC08983022,-34.02,4.857831
,ZINC59248702,-29.93,4.952696
,ZINC59248702,-29.93,4.952696
,ZINC21189718,-35.11,2.965706
,ZINC59367050,-38.46,3.725801
,ZINC40166108,-26.94,7.545382
,ZINC02161034,-44.92,4.574557
,ZINC02161034,-44.92,4.574557
,ZINC63273836,-36.98,3.45362
,ZINC03015087,-35.28,4.744444
,ZINC28940493,1.18,11.827198
,ZINC55903388,-37.92,3.505175
,ZINC90552822,-34.83,0.196566
,ZINC02965483,-32.74,4.606989
,ZINC59417532,-32.65,13.675575
,ZINC59417532,-32.65,13.675575
,ZINC03081950,-0.02,6.192972
,ZINC63624890,-27.6,7.373152
,ZINC64019905,-38.41,5.27681
,ZINC15882009,-37.66,19.012876
,ZINC15882009,-37.66,19.012876
,ZINC89638459,-22.9,3.845656
,ZINC59460575,-37.64,11.497464
,ZINC09323919,-21.18,2.80551
,ZINC09323919,-21.18,2.80551
,ZINC00686973,-34.36,0.901226
,ZINC63239985,-31.48,9.680746
,ZINC00116219,-22.23,2.388042
,ZINC01231063,-37.98,6.713195
,ZINC00497037,-21.65,8.15891
,ZINC94355776,-20.66,2.359533
,ZINC00264064,-32.77,4.804933
,ZINC59417527,-32.67,7.400335
,ZINC59417527,-32.67,7.400335
,ZINC59417527,-32.67,7.400335
,ZINC59417527,-32.67,7.400335
,ZINC89420816,-32.57,11.40711
,ZINC89420816,-32.57,11.40711
,ZINC65501814,-20.63,0.945943
,ZINC04941224,-31.69,3.497053
,ZINC92800482,-28.4,5.334416
,ZINC01002189,-18.9,0.782166
,ZINC03861030,-10.02,8.491108
,ZINC37457933,-7.46,3.272438
,ZINC04261837,-7.05,4.62329
,ZINC04261837,-7.05,4.62329
,ZINC76299677,-24.25,8.270401
,ZINC60371295,-23.35,2.676112
,ZINC78932906,-27.66,5.118279
,ZINC18172007,-39.43,5.198383
,ZINC20946058,-32.04,6.954245
,ZINC40498533,-10.86,6.04441
,ZINC92803134,-29.61,2.988751
,ZINC44450769,-34.8,1.740239
,ZINC94356634,-23.62,2.342523
,ZINC12403588,-36.99,4.038924
,ZINC04582783,-36.99,4.038924
,ZINC32871926,-26.62,4.166911
,ZINC31829102,-20.76,7.283292
,ZINC32933590,-21.54,3.606207
,ZINC63521418,-33.82,1.890185
,ZINC74723893,-21.14,5.094511
,ZINC09879749,-36.41,11.378711
,ZINC09879749,-36.41,11.378711
,ZINC92471101,-32.61,1.304954
,ZINC74107047,-29.08,6.385069
,ZINC89509800,-15.37,8.34151
,ZINC21080776,-46,4.284423
,ZINC02294870,-38.96,13.560702
,ZINC78148578,-29.39,2.858317
,ZINC91753997,-15.67,2.141006
,ZINC90551811,-21.3,9.272945
,ZINC71901113,-39.54,3.391754
,ZINC93086485,-29.5,3.392682
,ZINC59417530,-30.82,4.572273
,ZINC94710261,-29.83,1.191518
,ZINC93227915,-36.73,1.602803
,ZINC33323476,-47.1,6.429444
,ZINC33323476,-47.1,6.429444
,ZINC33323476,-47.1,6.429444
,ZINC07797988,-34.86,7.234959
,ZINC12502282,-12.37,25.474002
,ZINC12502282,-12.37,25.474002
,ZINC07391529,-29.93,3.785529
,ZINC37858152,-25.8,1.321118
,ZINC37858152,-25.8,1.321118
,ZINC37858152,-25.8,1.321118
,ZINC37858152,-25.8,1.321118
,ZINC40658113,-27.13,10.572508
,ZINC63240023,-32.1,6.296682
,ZINC94772024,-25.63,3.256041
,ZINC94095346,-37.59,2.939361
,ZINC13987394,-30.39,6.956974
,ZINC13987394,-30.39,6.956974
,ZINC94355787,-20.25,2.256071
,ZINC48273913,-31.21,5.034081
,ZINC72695121,-34.99,11.94241
,ZINC59046664,-33.71,18.875202
,ZINC59046664,-33.71,18.875202
,ZINC09385696,-38.86,3.143476
,ZINC31658623,-31.9,3.236886
,ZINC40451234,-23.19,3.444534
,ZINC08908505,-25.48,7.797776
,ZINC65548086,-35.63,10.28298
,ZINC89580551,-38.78,3.715219
,ZINC05697896,-20.45,-0.639306
,ZINC72071502,-28.53,5.512411
,ZINC75718281,-22.63,3.027502
,ZINC67252801,-39.13,4.50519
,ZINC72011969,-37.15,8.021194
,ZINC12502070,-20.31,8.562387
,ZINC70014642,-19.95,1.892582
,ZINC21077278,-26.13,4.838444
,ZINC80246798,-24.66,4.802531
,ZINC70460594,-24.35,2.914628
,ZINC63239998,-32.81,6.017562
,ZINC07765104,-32.53,6.859928
,ZINC07765104,-32.53,6.859928
,ZINC15391525,-37.29,5.007238
,ZINC25693468,-30.05,1.238035
,ZINC25693468,-30.05,1.238035
,ZINC25693468,-30.05,1.238035
,ZINC25693468,-30.05,1.238035
,ZINC25693468,-30.05,1.238035
,ZINC25693468,-30.05,1.238035
,ZINC25693468,-30.05,1.238035
,ZINC05908417,-29.19,5.220151
,ZINC92961996,-25.61,5.176786
,ZINC78595341,-31.06,2.931344
,ZINC92698650,-23.82,2.066377
,ZINC92698650,-23.82,2.066377
,ZINC04941202,-27.85,2.824018
,ZINC04941202,-27.85,2.824018
,ZINC03151005,3.73,4.798993
,ZINC40656883,-30.35,3.189428
,ZINC49394276,-27.36,0.931423
,ZINC90551964,-36.63,0.692571
,ZINC94091520,-28,5.01655
,ZINC94091520,-28,5.01655
,ZINC90843416,-24.5,3.699922
,ZINC55841013,-37.38,7.5199
,ZINC90220637,-38.72,1.480213
,ZINC02784170,-25.19,5.427119
,ZINC02784170,-25.19,5.427119
,ZINC74470670,-32.8,7.300712
,ZINC71912210,-32.69,13.168545
,ZINC01838026,-46.12,8.452454
,ZINC01838026,-46.12,8.452454
,ZINC01838026,-46.12,8.452454
,ZINC01838026,-46.12,8.452454
,ZINC01838026,-46.12,8.452454
,ZINC63624889,-34.72,8.86335
,ZINC13080917,-32.98,4.38892
,ZINC12502029,-35.96,4.268179
,ZINC63520985,-32.33,13.729608
,ZINC92698070,-22.02,3.194165
,ZINC65515881,-26.42,2.576369
,ZINC27569553,-6.03,5.237954
,ZINC92056680,-23.29,3.249437
,ZINC40541591,-20.87,3.22277
,ZINC45972097,-21.11,4.901492
,ZINC12175150,-24.28,2.195674
,ZINC06295244,-30.96,3.033336
,ZINC94355884,-27.62,2.874438
,ZINC94355884,-27.62,2.874438
,ZINC47355183,-28.67,5.529669
,ZINC15443363,-26.37,2.437459
,ZINC70950316,-33.36,9.029715
,ZINC89372230,-25.43,5.405313
,ZINC80610027,-32.56,3.988768
,ZINC80610027,-32.56,3.988768
,ZINC54055601,-40.01,6.31271
,ZINC54055601,-40.01,6.31271
,ZINC22759915,-5.04,3.045162
,ZINC22759915,-5.04,3.045162
,ZINC22759915,-5.04,3.045162
,ZINC22759915,-5.04,3.045162
,ZINC72331458,-39.73,5.434444
,ZINC63766887,-29.02,8.151237
,ZINC63766887,-29.02,8.151237
,ZINC04619181,-43.37,8.561514
,ZINC55388631,-31.32,4.948785
,ZINC05605465,-42.7,3.519485
,ZINC71942881,-36.32,6.396547
,ZINC02156319,-26.9,8.928424
,ZINC10683277,-41.68,2.973776
,ZINC10683277,-41.68,2.973776
,ZINC66869195,-43.15,4.895407
,ZINC66869195,-43.15,4.895407
,ZINC03880508,-26.41,1.690213
,ZINC21076086,-37.05,10.108173
,ZINC04580741,-25.82,9.580809
,ZINC35711252,-33.63,10.590082
,ZINC40657065,-33.39,4.683804
,ZINC33389179,-34.89,8.870447
,ZINC91751761,-8.88,5.618669
,ZINC70460630,-22.09,3.119034
,ZINC08908504,-36.48,1.806985
,ZINC21027523,-20.38,4.550461
,ZINC94355869,-30.16,2.791267
,ZINC94355869,-30.16,2.791267
,ZINC19878793,-17.79,2.9163
,ZINC19878793,-17.79,2.9163
,ZINC20613826,-24.18,7.552599
,ZINC13126090,-16.79,9.156449
,ZINC13126090,-16.79,9.156449
,ZINC31702062,-19.22,9.115895
,ZINC58987273,-30.32,7.879888
,ZINC66869111,-35.41,7.385788
,ZINC33725727,-27.04,14.892705
,ZINC04831732,-25.5,3.658866
,ZINC06160653,-29.83,3.934928
,ZINC06160653,-29.83,3.934928
,ZINC93139746,-33.6,4.862577
,ZINC56264510,-32.94,10.843094
,ZINC13914939,-29.03,6.129478
,ZINC78495718,-37.11,3.818968
,ZINC93760813,-10.83,7.023482
,ZINC63398482,-30.48,1.860612
,ZINC24601145,-28.35,8.06568
,ZINC24601145,-28.35,8.06568
,ZINC46009314,-28.61,4.830156
,ZINC64307403,-30.96,1.585703
,ZINC34798818,-32.21,9.337444
,ZINC83294232,-24.75,7.840722
,ZINC09353321,-31.89,2.878273
,ZINC04763623,-37.58,4.043123
,ZINC16192520,-26.6,10.502982
,ZINC63637530,-10.74,10.509221
,ZINC32831889,-43.24,5.226028
,ZINC32831889,-43.24,5.226028
,ZINC67911351,-29.54,15.22886
,ZINC67911351,-29.54,15.22886
,ZINC95083404,-15.58,5.455682
,ZINC02748974,-32,4.079467
,ZINC02748974,-32,4.079467
,ZINC14006682,-37.45,4.593373
,ZINC14006682,-37.45,4.593373
,ZINC09463254,-20.6,5.152811
,ZINC09463254,-20.6,5.152811
,ZINC81515418,-33.32,11.109835
,ZINC63083796,-37.85,6.883111
,ZINC40534535,-14.92,3.845045
,ZINC39617607,-25.7,6.706325
,ZINC39617607,-25.7,6.706325
,ZINC40166146,-29.55,3.900413
,ZINC40166146,-29.55,3.900413
,ZINC63625985,-29.55,1.636448
,ZINC63625985,-29.55,1.636448
,ZINC94355626,-28.81,2.314052
,ZINC04359334,-23.38,1.156861
,ZINC09329481,-23.47,11.09395
,ZINC21080242,-39.61,2.346422
,ZINC00513290,-44.05,2.856366
,ZINC39205282,-29.7,4.878527
,ZINC39205282,-29.7,4.878527
,ZINC33926920,-41.33,3.618061
,ZINC66869398,-41.78,6.757433
,ZINC94356748,-23.7,5.152855
,ZINC72032274,-36.54,3.137038
,ZINC55561196,-33.19,5.22926
,ZINC14644322,-32.91,4.627169
,ZINC04342277,-34.4,3.334422
,ZINC06419502,-31.83,2.594033
,ZINC95454393,-31.2,1.7431
,ZINC66869215,-34.77,7.514548
,ZINC39617605,-18.61,-0.90302
,ZINC39617605,-18.61,-0.90302
,ZINC00259769,-32.73,1.845675
,ZINC80608677,-20.64,3.740454
,ZINC67892793,-31.76,2.442064
,ZINC77013689,-19.37,3.65559
,ZINC94194201,-27.81,4.759062
,ZINC05576366,-27.71,5.291907
,ZINC05576366,-27.71,5.291907
,ZINC02751392,-34.94,5.523102
,ZINC02751392,-34.94,5.523102
,ZINC02751392,-34.94,5.523102
,ZINC02751392,-34.94,5.523102
,ZINC02751392,-34.94,5.523102
,ZINC94194717,-20.73,4.557897
,ZINC02749862,-34.13,12.837994
,ZINC24601142,-17.31,9.743003
,ZINC24601142,-17.31,9.743003
,ZINC17364021,-31.32,6.634814
,ZINC17364021,-31.32,6.634814
,ZINC47960460,-24.56,2.067909
,ZINC17163174,-40.81,5.720105
,ZINC69457029,-32.24,2.167449
,ZINC69457029,-32.24,2.167449
,ZINC28940647,-27.41,4.381427
,ZINC35185189,-0.44,2.06495
,ZINC05260351,-38.14,9.808578
,ZINC59564511,-23.11,5.380011
,ZINC35708006,-33.8,8.716867
,ZINC18051970,-35.16,2.808233
,ZINC18051970,-35.16,2.808233
,ZINC46605261,-38.86,9.640221
,ZINC54173984,-30.23,6.086907
,ZINC45675302,-33.35,10.590234
,ZINC39933653,-24.82,4.393605
,ZINC39933653,-24.82,4.393605
,ZINC08554865,-24.71,7.213415
,ZINC92698372,-16.74,0.874171
,ZINC92401399,-24.97,4.340489
,ZINC02751245,-39.19,3.303186
,ZINC02751245,-39.19,3.303186
,ZINC02751245,-39.19,3.303186
,ZINC02751245,-39.19,3.303186
,ZINC02751245,-39.19,3.303186
,ZINC02751245,-39.19,3.303186
,ZINC73523750,-29.1,5.115492
,ZINC15391521,-36.52,4.381693
,ZINC15659752,-26.52,1.644374
,ZINC00450925,-43.66,3.511061
,ZINC47167236,-31.51,3.577973
,ZINC63614462,-36.72,1.622887
,ZINC59489586,-27.33,1.899958
,ZINC59489586,-27.33,1.899958
,ZINC59489586,-27.33,1.899958
,ZINC02065392,-38.87,4.269139
,ZINC02065392,-38.87,4.269139
,ZINC40166146,-18.27,0.123249
,ZINC40166146,-18.27,0.123249
,ZINC12750343,-24.1,2.847825
,ZINC12750343,-24.1,2.847825
,ZINC02952419,-36.84,10.959544
,ZINC02988972,-43.61,5.770518
,ZINC81588778,-35.09,7.412395
,ZINC93727802,-28.37,3.173903
,ZINC58476788,-38.98,7.26274
,ZINC08859031,-40.57,5.795622
,ZINC08859031,-40.57,5.795622
,ZINC70460575,-23.35,2.310915
,ZINC70460575,-23.35,2.310915
,ZINC78312678,-23.92,1.385261
,ZINC90551812,-37.89,2.626766
,ZINC72240912,-24.18,7.919047
,ZINC81615192,-26.25,1.666806
,ZINC00372935,-24.7,5.600342
,ZINC06242483,-37.4,-0.949146
,ZINC70014647,-22.38,4.007171
,ZINC92508307,-21.36,6.979723
,ZINC71942887,-37,4.352228
,ZINC94091772,-26.92,6.140545
,ZINC94091772,-26.92,6.140545
,ZINC94091772,-26.92,6.140545
,ZINC94091772,-26.92,6.140545
,ZINC21587579,-27.12,3.093551
,ZINC90525706,-27.38,8.050621
,ZINC89130819,-25.48,2.075879
,ZINC54173985,-36.44,5.2891
,ZINC91666878,-31.03,2.580037
,ZINC39933653,-31.65,1.041756
,ZINC39933653,-31.65,1.041756
,ZINC04998663,-26.03,7.474256
,ZINC04998663,-26.03,7.474256
,ZINC46605481,-35.25,1.276225
,ZINC40613703,-19.32,6.343663
,ZINC03641593,-40.77,6.85086
,ZINC07798019,-35.43,5.327885
,ZINC94355697,-25.17,3.436379
,ZINC21078859,-37.42,3.541085
,ZINC10897078,-25.04,6.881145
,ZINC10897078,-25.04,6.881145
,ZINC10897078,-25.04,6.881145
,ZINC10897078,-25.04,6.881145
,ZINC72695121,-35.8,3.338339
,ZINC00068575,-11.01,0.979405
,ZINC35163866,-27.31,15.675274
,ZINC72259916,-30.34,5.043061
,ZINC72259916,-30.34,5.043061
,ZINC61547115,-46.82,4.732953
,ZINC12502246,-24.06,18.954575
,ZINC12502246,-24.06,18.954575
,ZINC12502246,-24.06,18.954575
,ZINC15881993,-41.14,8.32682
,ZINC08743458,-41.07,7.71199
,ZINC40588512,-25.87,15.228663
,ZINC05184913,-21.13,2.877603
,ZINC40166107,-20.66,0.769782
,ZINC12502040,-31.76,3.487277
,ZINC94356643,-14.33,5.262263
,ZINC15774914,-36.92,4.107933
,ZINC15774914,-36.92,4.107933
,ZINC02909609,-28.71,3.13157
,ZINC08062664,-37.93,8.199194
,ZINC88545082,-28.25,2.573737
,ZINC90551964,-27.3,5.8278
,ZINC92186774,-32.16,2.136622
,ZINC40647907,-21.2,9.774628
,ZINC63552613,-31.26,4.074026
,ZINC13914469,-24.52,8.562236
,ZINC94772323,-24.31,3.697778
,ZINC40658124,-22.84,12.912717
,ZINC81154500,-31.34,7.353725
,ZINC37064733,-5.03,6.627889
,ZINC07684541,-29.97,7.39527
,ZINC84139912,-22.3,12.497052
,ZINC07780183,-31.32,3.414013
,ZINC92946678,-26.68,3.340309
,ZINC14033889,-36.7,6.349055
,ZINC14033889,-36.7,6.349055
,ZINC69740674,-32.04,2.555973
,ZINC55951153,-29.99,4.241228
,ZINC55951153,-29.99,4.241228
,ZINC94356123,-18.65,4.225639
,ZINC59488165,-28.76,5.537064
,ZINC45997375,-25.29,3.057364
,ZINC95086600,-32.52,3.203945
,ZINC54798388,-28.48,2.123567
,ZINC68157015,-40.91,2.472713
,ZINC90529843,-26.29,9.862896
,ZINC72370085,0.36,4.340396
,ZINC72370085,0.36,4.340396
,ZINC48273913,-23.95,2.127224
,ZINC13941341,-31.85,13.534746
,ZINC05094506,-5.93,7.636673
,ZINC90563651,-23.26,3.637196
,ZINC94355820,-25.66,2.368991
,ZINC89513326,-27.75,6.992168
,ZINC04810522,-29.22,4.921934
,ZINC67491291,-27.65,1.900993
,ZINC21075577,-43.34,11.95822
,ZINC63406082,-27.22,10.063844
,ZINC02530143,-30.98,6.048029
,ZINC71862544,-31.31,1.035834
,ZINC95005943,-30.01,1.763597
,ZINC78609645,-24.4,7.453963
,ZINC11419080,-24.71,2.240595
,ZINC11419080,-24.71,2.240595
,ZINC20496342,-27.38,6.95723
,ZINC20496342,-27.38,6.95723
,ZINC40618145,-18.64,8.232495
,ZINC04015363,-32.73,8.653521
,ZINC59417533,-16.9,18.885687
,ZINC59417533,-16.9,18.885687
,ZINC72209504,-25.79,0.984154
,ZINC63121337,-32.53,14.194499
,ZINC63121337,-32.53,14.194499
,ZINC37289422,-9.81,5.801385
,ZINC37289422,-9.81,5.801385
,ZINC16903834,-26.56,4.075359
,ZINC73695342,-24.44,3.382355
,ZINC21038363,-33.27,11.215814
,ZINC62903641,-35.47,2.560671
,ZINC62903641,-35.47,2.560671
,ZINC05156535,-46.5,2.561556
,ZINC94356319,-29.7,1.248871
,ZINC94356319,-29.7,1.248871
,ZINC19789776,-19.43,2.378655
,ZINC12080623,-41.4,4.905475
,ZINC05415956,-27.12,6.997027
,ZINC20462265,-20.52,8.561148
,ZINC62904826,-34.65,3.132066
